text,label
as a user i want to be notified about new content thats sent to me for review,FR
as a user i want to be notified when a new feature or update is available in the app so that i can take advantage of the latest enhancements,FR
as a user i want to be notified whenever new or updated data web services or webmobiledesktop applications are released,FR
as a user i want to capture the same metadata for each file created in an experimental run,FR
as a user i want to choose from different subscription plans based on my usage needs so that i can select the most costeffective option for me,FR
as a user i want to choose my language preference when creating my social media account,FR
as a user i want to click on the address so that it takes me to a new tab with google maps,FR
as a user i want to comment about books,FR
as a user i want to configure timetolive in a uniform way across all dataset types,FR
as a user i want to connect with friends and other users so that i can stay motivated and share my progress,FR
as a user i want to connect with my friends when creating my social media account,FR
as a user i want to contact the administrators so that i can give feedback or ask for help,FR
as a user i want to control when and what i get notified about,FR
as a user i want to create a new content from the insite mode,FR
as a user i want to create a new draft of a published landing page which has open drafts,FR
as a user i want to create a new social media account using my email address,FR
as a user i want to create a new social media account using my phone number,FR
as a user i want to create a protocol and assign metadata to any stag,FR
as a user i want to create and publish a new draft based on an older archived version,FR
as a user i want to create booklists,FR
as a user i want to create content from the dashboard,FR
as a user i want to create content from the ez dashboard,FR
as a user i want to create content from the udw,FR
as a user i want to create new content when adding specific blocks in page mode,FR
as a user i want to delete messages for both parties in a chat so that i can retract messages sent by mistake,FR
as a user i want to disable explore for a dataset that was configured for explore initially,FR
as a user i want to display landing page content using templates,FR
as a user i want to download all data as prepackaged files via ftp,FR
as a user i want to download files directly from the search results page,FR
as a user i want to download multiple files from the search results in one go,FR
as a user i want to download thematic data in bulk eg all transportation data,FR
as a user i want to download vt gis data layers and imagery aerial photos only for a particular area that i specify eg clip,FR
as a user i want to drag and drop an image or a video in a static page,FR
as a user i want to drag and drop and edit basic textual content in a static page,FR
as a user i want to draw tables using html tags as part of the content of a log book page,FR
as a user i want to easily unsubscribe or modify my subscriptions to mailing lists and notifications so that i can manage my preferences,FR
as a user i want to edit a landing page which has no open drafts,FR
as a user i want to edit a landing page which has open drafts,FR
as a user i want to edit and format the converted digital text within the app so that i can make necessary changes before using it,FR
as a user i want to enable explore for a dataset that was not configured for explore initially,FR
as a user i want to ensure that a dataset operation fails if it fails to make its required changes to explore,FR
as a user i want to ensure that an update of explore never leads to silent loss of data or data available for explore,FR
as a user i want to ensure that dataset creation fails if the dataset cannot be enabled for explore,FR
as a user i want to ensure that dataset reconfiguration fails if the corresponding update of the explore table fails,FR
as a user i want to ensure that if reconfiguration of a dataset fails then no changes have taken effect so that all steps required to reconfigure a dataset must be done as a single atomic action,FR
as a user i want to enter metadata describe an experiment protocol before a file is even created,FR
as a user i want to explore warehouse entries by the custom data groupings created by the publisher,FR
as a user i want to export dataset lists and citations so that i can use them in grant applications and reports,FR
as a user i want to filter the files i get from search results based on their type,FR
as a user i want to find flights by airline by currentupcoming flights,FR
as a user i want to find out what properties are supported by the dataset type what values are allowed and what the defaults are when creating a dataset instance,FR
as a user i want to find out what properties of a dataset can be updated,FR
as a user i want to find the latest gis data releases by agency by department by program eg,FR
as a user i want to flag errors in the data and have them submitted to the data steward,FR
as a user i want to generate and validate d files from fabs and fpds data,FR
as a user i want to get info about perceptually similar video items and segments,FR
as a user i want to get info about similar video items and segments,FR
as a user i want to get to all warehouse entries that have one or more custom keyword tags assigned by the publisher,FR
as a user i want to have a dashboard to track my usage and remaining conversions in my plan so that i can manage my subscription effectively,FR
as a user i want to have a spreadsheet hosted within the neurohub web page so that i can edit and calculate costs collaboratively with others while working on the proposal,FR
as a user i want to have a visual way of viewing particular files uploaded over a time period,FR
as a user i want to have at least two user profiles to come in the default demo bundle,FR
as a user i want to have ez studio alpha builds,FR
as a user i want to have files i might accidentally delete to be restorable,FR
as a user i want to have that my twitter tweets to appear in neurohub so that other researchers in the centre can see what i am up to,FR
as a user i want to have the ability to change the sharing and ownership of multiple files,FR
as a user i want to have the ability to move multiple files around and rearrange them using the neurohub file browser while processing data,FR
as a user i want to have the details of the workflow execution to be recorded in a neurohub log book while executing a workflow,FR
as a user i want to have the option to tell neurohub to push posted content to my twitter feed at the same time,FR
as a user i want to have the system to also forward important news items to an external mailing list,FR
as a user i want to identify brands in videos and receive related information about them,FR
as a user i want to identify broadcaster logos in videos and receive related information about them,FR
as a user i want to identify persons in videos and receive related information about them,FR
as a user i want to identify products in videos and receive related information about them,FR
as a user i want to jump from raw content view to insite view of the content,FR
as a user i want to know about other versions of the object or its metadata that might be of use to me,FR
as a user i want to know about sounds and bumps related to landing,FR
as a user i want to know about various facets of a collection object or object component such as scope and content various identifiers conditions governing useaccess etc,FR
as a user i want to know flight weather conditions for my journey,FR
as a user i want to know for an object or its component parts the place of publication the publisher etc,FR
as a user i want to know how long i have been in the air,FR
as a user i want to know how much longer i will be in the air,FR
as a user i want to know how to fix pressure in my ears when flying,FR
as a user i want to know if an object or object component is under copyright and where possible who the rights holder is,FR
as a user i want to know my eta,FR
as a user i want to know of all other pertinent versions or descriptions of the resource,FR
as a user i want to know potential causes of turbulence and likely ones,FR
as a user i want to know the plane of both locations,FR
as a user i want to know the rights status of an object ie its copyright status and applicable statutes licenses and other rights,FR
as a user i want to know the terminal gate,FR
as a user i want to know the weather at any given airport,FR
as a user i want to know the weather of both locations,FR
as a user i want to know what collections an object belongs to,FR
as a user i want to know what repository an object belongs to,FR
as a user i want to know when we are about to land,FR
as a user i want to know when we are about to land and obtain expectations in terms of altitude and related noises,FR
as a user i want to know where in the world i am at the moment,FR
as a user i want to know where in the world i am the moment,FR
as a user i want to limit my search results to one or more log book sections from one or more log books,FR
as a user i want to limit my search to a particular set of log books,FR
as a user i want to link together experimental runs to build an experiment,FR
as a user i want to list all the collections and objects in the dams that belong to a library unit,FR
as a user i want to look at my flights turbulence record prior to and during a flight,FR
as a user i want to look at my pilots turbulence record prior to and during a flight,FR
as a user i want to look through a library of sounds,FR
as a user i want to look up flight names,FR
as a user i want to make predicated links between files,FR
as a user i want to make uploaded data files to be nonmodifiable,FR
as a user i want to manage the references papers i have investigated,FR
as a user i want to measure the current amount of turbulence,FR
as a user i want to modify or branch an experimental protocol whilst retaining the original,FR
as a user i want to monitor the progress of a digital collection project,FR
as a user i want to post comments about a particular dataset web service or application and have those comments show up,FR
as a user i want to post my data wish list to a website for others to see rank and comment on,FR
as a user i want to preview sounds,FR
as a user i want to prove definitively that i created a page on a certain date,FR
as a user i want to provide basic information about myself when creating my social media account,FR
as a user i want to rank eg number of stars datasets web services and web applications,FR
as a user i want to read about what the sound could be caused by,FR
as a user i want to receive a confirmation email or sms after i have successfully booked my train tickets so that i can have proof of my booking,FR
as a user i want to receive content recommendations based on most relevant news events in my area,FR
as a user i want to receive content recommendations from similar profiles,FR
as a user i want to receive notifications about upcoming workout sessions so that i stay consistent with my exercise routine,FR
as a user i want to receive notifications about updates or citations of my datasets so that i can track their impact,FR
as a user i want to receive personalized workout recommendations based on my fitness level and past activities so that i can effectively progress in my fitness journey,FR
as a user i want to receive push notifications for lineup announcements before each match so that im informed about team selections,FR
as a user i want to receive update notifications about new features or improvements so that i can make the most of the service,FR
as a user i want to remove a single property of a dataset instance without knowing all other properties,FR
as a user i want to restrict what can be entered to a metadata field,FR
as a user i want to revert to an older version of an uploaded file,FR
as a user i want to review my previous transactions so that i can verify their accuracy,FR
as a user i want to save a draft of my new landing pages or delete the draft,FR
as a user i want to scope by searches by name to a specific role such as illustrator photographer etc,FR
as a user i want to scope my searches for collections objects or object components to a specific language,FR
as a user i want to search and discover music based on my profile,FR
as a user i want to search and discover music based on other users similar to myself,FR
as a user i want to search and discover music by exploiting enriched metadata and image tags so that i find related artists new genre or other relevant listening path,FR
as a user i want to search and discover music or ringback tones similar to a given music video based on content similarity,FR
as a user i want to search and discover music using content identification or fingerprinting,FR
as a user i want to search by airline flight number,FR
as a user i want to search by for collections and objects by name person family or corporate body,FR
as a user i want to search by route,FR
as a user i want to search by standard data themes eg boundary data transportation data etc using iso 19115 topic,FR
as a user i want to search collections objects and object components by title,FR
as a user i want to search content items using automatic speech recognition,FR
as a user i want to search for and download humanreadable experimental protocols,FR
as a user i want to search specifically for files rather than log book pages,FR
as a user i want to see a graph of the last 2 hours of turbulence,FR
as a user i want to see a list of all data web services and applications associated with a particular dataset,FR
as a user i want to see a listing of all available data even if it isnt available for immediate download or if there are access,FR
as a user i want to see all the component parts of an object,FR
as a user i want to see an explanation of why the plane is in the direction its going in,FR
as a user i want to see approval timeline in content editor mode,FR
as a user i want to see elapsed time,FR
as a user i want to see how many digitized items have been described,FR
as a user i want to see how many items have been digitized,FR
as a user i want to see how many items have been published,FR
as a user i want to see my departure location and my arrival location,FR
as a user i want to see other users profiles,FR
as a user i want to see rankings of datasets web services and web applications to help me pick the best option,FR
as a user i want to see targeted advertisements related to sports gear so that i can find deals relevant to my interests,FR
as a user i want to see the current amount of turbulence,FR
as a user i want to see the direction of the planes journey,FR
as a user i want to see the flight number,FR
as a user i want to see the geographical context of a collection object or object component where pertinent,FR
as a user i want to see the list of books,FR
as a user i want to see the properties that were used to configure a dataset instance,FR
as a user i want to see the provenance of the page as part of the search results,FR
as a user i want to see the remaining days to return the book so that i can prevent paying a fine,FR
as a user i want to see the temperatures of both locations,FR
as a user i want to select the page layout and parameters of a landing page upfront in a popupwindow,FR
as a user i want to send my content to the trash,FR
as a user i want to set goals for my physical activity so that i can work towards achieving them,FR
as a user i want to sign up for a social media account using my existing google or facebook account,FR
as a user i want to specify as part of dataset configuration whether it is explorable,FR
as a user i want to specify data types eg polygon points lines raster in searches,FR
as a user i want to specify schema as a json string,FR
as a user i want to specify schema as a sql schema string,FR
as a user i want to specify the explore schema separately,FR
as a user i want to specify the schema of a dataset in a uniform way across all dataset types,FR
as a user i want to store worm behaviour videos with an encoding that can be analysed by the worm analysis software written by christopher james,FR
as a user i want to take a picture or upload an image so that i am recommended with videos related to that picture or image,FR
as a user i want to track my daily steps so that i can monitor my physical activity,FR
as a user i want to track my daily water intake so that i can ensure i am drinking enough water,FR
as a user i want to track my nutrition so that i can monitor my calorie intake and make healthy choices,FR
as a user i want to track my progress in specific exercises over time so that i can see where im improving and where i need to focus more,FR
as a user i want to track my weightlifting progress including the weight sets and reps for each exercise so that i can see my strength improvements,FR
as a user i want to track my workouts so that i can monitor my progress and improve my fitness,FR
as a user i want to track recovery time and rest periods so that i can ensure im getting adequate rest between workouts,FR
as a user i want to trigger a migration process for a dataset if updating its properties requires that,FR
as a user i want to try a free demo of the handwritingtodigital conversion so that i can see how well it works before committing to a plan,FR
as a user i want to update a single property of a dataset instance without knowing all other properties,FR
as a user i want to update the properties of a dataset instance and i expect this to fail if the new properties are not compatible with a meaningful error message,FR
as a user i want to upload a profile picture when creating my social media account,FR
as a user i want to upload large files of over 1gb in size,FR
as a user i want to upload my weeks schedule so that i can get recommendations for recycling centers that best fit my availability,FR
as a user i want to upload tagged videos and have tags available for all further processing steps,FR
as a user i want to use a prototype of a static page management,FR
as a user i want to use the newsletter subscription on the conference program to subscribe to the ezno newsletter,FR
as a user i want to use the tags that i use are part of a controlled vocabulary,FR
as a user i want to view all locations of recycling centers on a map so that i can check which routes to take to drop off waste,FR
as a user i want to view and update an inventory of of the equipment and consumables that are present in the centre,FR
as a user i want to view how an experimental protocol has evolved over time,FR
as a user i want to view my activity history so that i can keep track of my actions on the platform,FR
as a user i want to view my financial statements and reports within the app so that i can keep track of my finances,FR
as a user i want to view other versions of my content,FR
as a user i want to view thumbnail sequences of video segments,FR
as a user i want to walk around access content using a geographical map and be informed if there are videos covering the area monuments or any other relevant point of interest,FR
as a user i would like to pick a content from recent history when creating a schedule block,FR
as a user i would like to publish a static page,FR
as a user i would like to see content overflowing schedule blocks when creating a landing page,FR
as a user i would like to use timeline to schedule changes on a landing page in landing page creator,FR
as a user im able to add a description to a persons profile page,FR
as a user im able to add an audio fragment soundcloud link to a persons profile page,FR
as a user im able to add an image to a persons profile page,FR
as a user im able to add an video youtube vimeo link to a persons profile page,FR
as a user im able to add content to the selected profile,FR
as a user im able to add text to a persons profile page,FR
as a user im able to click a particular plot location from the map and thereby perform a search of people associated with that plot number,FR
as a user im able to delete content which i added from a persons profile page so that i remove information that i no longer want to share,FR
as a user im able to edit the content that i added from a persons profile page to update the information,FR
as a user im able to open the interactive map from a persons profile page so that i can see that particular plot location,FR
as a user im able to view an interactive map of the event region so that i can find event locations,FR
as a user im able to view an interactive map of the event region so that i can view intact mass event locations listed by plot,FR
as a user in insite editing mode on a landing page edit mode i can move blocks within one zone and move blocks across zones,FR
as a user in insite editing mode on a landing page edit mode on i can delete blocks,FR
as a user in insite editing mode on a landing page when i switch edit mode on i can see the different zones and blocks constituting the page and i have access to the list of block available in the right tool bar,FR
as a user in insite editing mode when i create a new landing page i can choose a layout and the landing page creator accommodatesthe working area to selected option,FR
as a user of openbeta i need to see the contract award summary wireframes in openbeta production,FR
as a user researcher i want to begin drafting a research plan so that i can begin recruiting participants,FR
as a user researcher i want to begin identifying interview participants so that i can understand what educators and science influencers need from a future nsfgov website,FR
as a user researcher i want to conduct a user definition workshop with nsf so that i can better prepare them and the team for future research work,FR
as a user researcher i want to continue scheduling interviews for hypothesis 1 so that i can be prepared to test our first prototype,FR
as a user researcher i want to have a list of priority workflow candidates that we might test so that i can make sure were capturing the priority areas,FR
as a user researcher i want to have the finalized olpa task script so that i can begin testing with internal users,FR
as a user researcher i want to have the wig prototype so that i can finalize the second task script,FR
as a user researcher i want to know when outreach to lists is successful so that i can plan on a new release to the next listserv on the priority list,FR
as a user researcher i want to make sure the correct nsf people are invited to user interviews so that they can observe the interviews and make recommendations accordingly,FR
as a user researcher i want to set up a website recruitment test so that i can see if we can recruit users in real time from the website,FR
as a user researcher i want to test the user research plan so that i make sure the inperson interviews are effective and capturing the right information,FR
as a user university archivist or secretary office staff member i want to be able to add a date delimiter to a search string so that i can limit a search to return only results from before after or between a given date or dates,FR
as a user when i hear a strange noise i want to be able to look up what it might be and get information,FR
as a user when the plane drops in altitude i want to know what happened what the pilot is trying to do and obtain general information on it,FR
as a vendor i want to be able to bid on events and communicate with event planners so that i can increase my business opportunities,FR
as a venue manager i want to be able to promote my venue and receive event inquiries through the software so that i can increase my bookings,FR
as a very shy person i want windows that dim automatically if a stranger is coming to the door so that i can hide from solicitors and proselytizers,FR
as a video game fan i want room for video games so that i can play games all the time,FR
as a video game lover i want to be notified when friends log on to the network so that i can log on to play with them,FR
as a video gamer i want offer the best video games so that the best video games are on offer,FR
as a videoelectronic consumer i want algorithm suggestions so that in any room suggestions like because you choose this you might also enjoy,FR
as a viewer i want an interconnected entertainment network house wide so that i can roam the house and multitask but any program music or movie i am watching comes on as i enter the room and turns off as i leave,FR
as a visiting scholar i want to have temporary access to research materials so that i can benefit from university resources during my stay,FR
as a visitor i am able to log out,FR
as a visitor i am able to purchase multiple tickets,FR
as a visitor i am able to search for an event,FR
as a visitor i am able to use the contact form so that i can contact the administrator,FR
as a visitor i can create a new account,FR
as a visitor i can log in,FR
as a visitor i can register myself with the site so that im able to contribute,FR
as a visitor i can rename my account,FR
as a visitor i choose to search either adults of infants,FR
as a visitor i see the criteria that i searched on highlighted in the result records so that i can more easily see why a particular person matched my search,FR
as a visitor i want to choose a payment method so that i can buy a ticket,FR
as a visitor i want to choose a type of ticket,FR
as a visitor i want to choose an event so that i can book a ticket for that event,FR
as a visitor i want to download presentations pdfs etc on scrum so that i can learn from them or use them,FR
as a visitor i want to filter on event type so that i can only see events of the type i want,FR
as a visitor i want to provide my personal details to purchase a ticket,FR
as a visitor i want to receive a purchased ticket,FR
as a visitor i want to see the embargo status and release date clearly displayed and perhaps highlighted in some way,FR
as a visitor i want to see the ticket price,FR
as a visitor im able to click on a persons profile card so that i can open their profile page,FR
as a visitor im able to close the selected profile so that i can return to the search results or homepage,FR
as a visitor im able to continue to the abc experience homepage,FR
as a visitor im able to navigate back to the media categories,FR
as a visitor im able to navigate through the album so that i can view all media elements,FR
as a visitor im able to navigate to the next and previous profile so that i can easily scan through the search results,FR
as a visitor im able to open a larger view of the map so that i can better understand where the person is positioned,FR
as a visitor im able to open the interactive map from the persons profile page so that i know the location of the persons event plot,FR
as a visitor im able to order the search results so that i can more easily review the results,FR
as a visitor im able to review key information of all found people so that i have an indication of the persons details,FR
as a visitor im able to search for people in the abc database,FR
as a visitor im able to search for people in the abc database so that i can review the profiles of the positioned people,FR
as a visitor im able to see a list of events so that i can stay up to date on abcrelated events,FR
as a visitor im able to see a list of news items so that i can stay up to date on abc news,FR
as a visitor im able to see a map of the event plot so that i know where the person has been positioned,FR
as a visitor im able to see an overview of available albums within the select category so that i can select a particular album,FR
as a visitor im able to see an overview of available categories so that i can select a particular category,FR
as a visitor im able to see who display name added the content and when so that i know more about the contributor of the content,FR
as a visitor im able to select a album so that i can view the media in the album,FR
as a visitor im able to view textual information on the selected media element,FR
as a visitor im able to view the abc experience homepage so that i can learn about event region,FR
as a visitor im able to view the abc introduction so that i get engaged,FR
as a visitor im able to view the added stories if any on the profile page so that i can learn more about the person,FR
as a visitor im able to view the general information of a person so that i can learn more about an individuals event on event region,FR
as a visitor im able to view the media gallery so that i can see interesting photos about the event region,FR
as a visitor im able to view the profile of a particular person so that i can identify that person and add additional content to their profile,FR
as a visitor im first presented abc introduction or animation,FR
as a visitor im shown random cards naming people positioned on event region since 1980 presented by first name surname age and a ticking clock,FR
as a visitor im shown random cards of people with user added content,FR
as a visualdesigner i want to concept different styles for the nsfgov website so that we can discuss different design concepts with stakeholders,FR
as a visualdesigner i want to create a moodboard to aid with visual design concepts for the nsfgov website so that we can discuss different design concepts with stakeholders,FR
as a visualdesigner i want to demonstrate the value of visual design to the nsf project team so that visual design is an integral part of a redesign,FR
as a visually impaired person i want soft lights on the floors of hallways at night so that i am not blind trying to vemture anywhere in house at night with the lights off,FR
as a waiter i want the system to mark unavailable items on the menu so that i can inform customers,FR
as a waiter i want to add new orders so that chef can start cooking,FR
as a waiter i want to add notes to order,FR
as a waiter i want to check the orders in a time order,FR
as a waiter i want to check the reservation for each table so that i can assist the customers,FR
as a waiter i want to clean the reservation for each table,FR
as a waiter i want to clean the track of the order,FR
as a waiter i want to clean the waiting time of the table,FR
as a waiter i want to clear the list of waiting time of the tables so that i can focus on other tables,FR
as a waiter i want to create customer orders so that i can tell the chef,FR
as a waiter i want to create the reservation for each table,FR
as a waiter i want to delete customers when the payment is complete,FR
as a waiter i want to deselect order items,FR
as a waiter i want to display available items so that i can inform customers,FR
as a waiter i want to display each tables tab so that i can inform customers,FR
as a waiter i want to display order status for each order item so that i can inform customers,FR
as a waiter i want to display the ingredients list of items so that i can inform customers,FR
as a waiter i want to display the menu so that i can inform customers,FR
as a waiter i want to display the stock status of items so that i can inform customers,FR
as a waiter i want to edit orders so that we can correct changed orders,FR
as a waiter i want to enter order details to the system so that i can keep track of what has been ordered,FR
as a waiter i want to enter quantity of order items,FR
as a waiter i want to extract bills for ordered foods and drinks so that i can charge customers accordingly,FR
as a waiter i want to get notifications when an ordered item is ready,FR
as a waiter i want to keep the waiting time of the table,FR
as a waiter i want to make check in and out so that i can be paid with respect to my working hours,FR
as a waiter i want to modify customer orders,FR
as a waiter i want to modify orders,FR
as a waiter i want to renew the customer orders so that i can tell the chef new orders,FR
as a waiter i want to see allergy warnings of order items,FR
as a waiter i want to see availability of the order items,FR
as a waiter i want to see customers,FR
as a waiter i want to see ingredients of order items,FR
as a waiter i want to see sales price of order items,FR
as a waiter i want to see the orders,FR
as a waiter i want to see the prepared food so that i can bring them to customers,FR
as a waiter i want to see the reservation for each table,FR
as a waiter i want to see the track of the order,FR
as a waiter i want to see the waiting time of the tables so that i can keep track of the orders,FR
as a waiter i want to see total ordered items,FR
as a waiter i want to see total preparation durations of order items,FR
as a waiter i want to select order items,FR
as a waiter i want to take orders so that the cook can start preparing the food,FR
as a waiter i want to talk directly to other waiters,FR
as a waiter i want to update quantity of ordered items,FR
as a waiter i want to update the reservation for each table,FR
as a waiter i want to update the track of the order,FR
as a waiter i want to update the waiting time of the table,FR
as a waiter i want to view menu,FR
as a waiter i want to view menu groups,FR
as a waiter i want to view order items under menu groups,FR
as a web application visitor i want to access the web application everywhere in the world so that i do not depend on location,FR
as a web application visitor i want to create account so that i could have personal preferences for web application,FR
as a web developer i want to be able to install multiple versions of the same datapackage separately so that that all my projects could be developed independently and deployed locally,FR
as a web recruiter manager i want to confirm the recruiter is set up and working properly on science360gov,FR
as a web recruiter manager i want to confirm the recruiter is set up and working properly so that i can deploy it on more pages,FR
as a website owner i want the site to be optimized for search engines so that it attracts more traffic,FR
as a website user i want to access published fabs files so that i can see the new files as they come in,FR
as a website user i want to see updated financial assistance data daily,FR
as a weirdo i want windows that can project images that looks like there are ghosts in my house so that i can scare away neighborhood children,FR
as a wife i want a mood indicator so that to tell me if my husband is in a bad mood,FR
as a wife i want automatic loading washer so that all the clothes get clean,FR
as a wife i want database of my husbands blood sugar and pressure so that i can help him keep his health appropiately,FR
as a wife i want have the lights dim for a romantic evening with my husband so that i do not have to move and spoil the moment,FR
as a wife i want my dryer to alert me via phone notification when my dryer has completed so that i can use my time to concentrate on other chores and maximize the laundry i can do,FR
as a wife i want my laundry machine to alert me via phone notification when the cycle is complete so that i can use my time to concentrate on other chores and maximize the laundry i can do,FR
as a wife i want my smart home to make sure my husband is not watching pornography if he is caught i want an alarm to go off so that i know if hes being good,FR
as a wife i want smart dinner system so that i can easily track and find my familys favorite meals and get a list of things i need for them vs what i already have in my smart fridge,FR
as a wife i want special ocassion notifier so that my husband is always reminded of special ocassions and events,FR
as a wine collector i want a smart wine cellar so that i can store multiple kinds of wine at the proper temperature and humidity for each,FR
as a woman i want a medicine box that includes an autodial options to reorder my birth control so that i never forget to pick it up when im running low,FR
as a woman i want a shower head that washes my hair for me so that i can bathe while it washes my hair for me,FR
as a woman who wears makeup i want voice activated light settings with different shades of lighting so that i can see myself in natural light and other light while still in my bathroom,FR
as a worker i want an alert on my tv when i receive an email from my boss so that i can be as responsive as possible,FR
as a worker i want my house to set an alarm for me when i request it to so that i am not late for things,FR
as a worker i want my smart home to be able to order delivery food by simple voice command so that i can prepare dinner easily after a long day at work,FR
as a worker i want my smart home to sync with my biorhythm app and turn on some music that might suit my mood when i arrive home from work so that i can be relaxed,FR
as a worker i want to be able to start my slow cooker or oven remotely so that dinner is ready when i get home,FR
as a working parent i want my smart home to send me a text when my kid gets home from school so that i can feel comfortable knowing that they made it home safely that day,FR
as a working professional i want my smart home to start slowly rising the blinds and playing soft relaxing sounds about 20 minutes before i have to wake up so that i wake up more rested and not as abruptly as with an alarm clock,FR
as a workshop attendee i want to have a summary of what we learned so that i can understand our next steps and how they apply to me,FR
as a workshop attendee i want to see a summary on major findings from the event,FR
as a young adult who is just starting to build credit i want the banking system to offer educational resources about credit building low interest rates on loans credit cards with easytounderstand terms and personalized advice from financial experts so that i can build my credit score and make informed financial decisions,FR
as a young home owner i want a home filled with entertainment so that i can host events,FR
as a zoning staff member i want to issue the zoningrelated permits so that i can satisfy an applicants request for service that has proven to be eligible and in compliance with the zoning ordinance,FR
as a zoning staff member i want to process the requests for zoning information so that i can capture my response to the request in the system and also send a communication from the system to the applicant,FR
as a zooniverse admin i want to assess how interesting or appealing or complex a picture is based on automated analysis citizen annotations and comments on talk,FR
as a zooniverse admin i want to assess the probabilityweight of a volunteers classification based on their experience,FR
as a zooniverse admin i want to automatically detect plankton portal images with no classifiable plankton in them,FR
as a zooniverse admin i want to automatically detect snapshot serengeti images with no classifiable animals in them,FR
as a zooniverse admin i want to automatically detect the time in a worm watch lab video where the worm lays an egg,FR
as a zooniverse admin i want to detect important features such as areas of flooding damage temporary shelters blocked roads etc in the satellite images,FR
as a zooniverse admin i want to detect moving and transient objects in the images,FR
as a zooniverse admin i want to detect when a scientist should be prompted to look at a subject based on annotations and information from talk comments,FR
as a zooniverse admin i want to group subjects by similarity,FR
as a zooniverse admin i want to group whale calls that are similar,FR
as a zooniverse admin i want to identify the number of whales heard in a single audio file,FR
as a zooniverse admin i want to identify volunteer types,FR
as a zooniverse admin i want to know what zoonibot should say to a volunteer,FR
as a zooniverse admin i want to know when a volunteer has made an interesting comment on a subject,FR
as a zooniverse admin i want to know when i should educate a volunteer,FR
as a zooniverse admin i want to know when i should interrupt a volunteer,FR
as a zooniverse admin i want to know when zoonibot should comment on a subject,FR
as a zooniverse admin i want to know when zoonibot should give an explanation,FR
as a zooniverse admin i want to know whether i should educate a volunteer with text an image or a video,FR
as a zooniverse admin i want to know whether i should interrupt a volunteer with text an image or a video,FR
as a zooniverse admin i want to perform automatic detection of plankton size or orientation in plankton portal images,FR
as a zooniverse admin i want to perform automatic image series detection for the case of timestamping malfunction in snapshot serengeti images,FR
as a zooniverse admin i want to perform automatic preclassification of plankton species in plankton portal images,FR
as a zooniverse admin i want to perform automatic worm motion analysis to reduce video duration in worm watch lab,FR
as a zooniverse admin i want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors,FR
as a zooniverse admin i want to recommend different projects to volunteers based on their previous experiences,FR
as a zooniverse admin i want to remove background noise and distracting sounds from the audio files,FR
as a zooniverse admini want to know which piece of education i should give to a volunteer,FR
as administrative staff member i want the be able to see in what room appointments are booked so that nothing gets overbooked,FR
as an academic i want the ability to reference datasets with unique identifiers so that they can be easily cited in publications,FR
as an academicpublisher i want to make persistent web links between my articles and underlying datasets so that my journals can be seen to be filled with robust high quality research,FR
as an academicresearcher i want to find the works of a particular author in one easily sortable spot so that i can see the evolution of their scholarship over time,FR
as an academicresearcher i want to the thesis paper of an influential judge or legal thinker to gain insight into how their initial scholarship got started,FR
as an accountant i want the system to accurately calculate taxes and deductions so that we comply with legal requirements,FR
as an accountant i want to easily reconcile payroll data with financial statements so that the companys financial records are accurate,FR
as an admin i want to add recycling center information so that i can keep the database uptodate over time,FR
as an admin i want to annotate news video segments and extract a topic for each segment,FR
as an admin i want to be able to add or remove recycling facilities information so that users get the most recent information,FR
as an admin i want to be able to communicate directly with facilities so that i can keep them updated about features we have on our website,FR
as an admin i want to be able to have a dashboard that shows usage stats and locations so that i can identify the neighbourhoods with the largest number of dropoffs and to try getting more facilities involved,FR
as an admin i want to be able to read users feedback and complaints so that we can add more features and keep improving the service we provide to them,FR
as an admin i want to detect unusual patterns of access so that i can investigate further if necessary,FR
as an admin i want to filter and rank videos based on av quality aspects,FR
as an admin i want to generate reports on resource usage so that i can optimize the allocation of services,FR
as an admin i want to get a quick assessment of whether audio material has been edited before the upload,FR
as an admin i want to have a pricing plan and billing system so that that i can charge users and make my platform sustainable,FR
as an admin i want to invite someone to join the platform so that that they can start contributing or using data,FR
as an admin i want to onboard recycling centers on the platform so that i can increase information accuracy,FR
as an admin i want to prefilter content using search based on lowlevel asset information,FR
as an admin i want to prefilter nudity content,FR
as an admin i want to prefilter the content using search on highlevel asset information such as metadata and tags either recognized by the system of provided by the user,FR
as an admin i want to see a summary of articles so that i reuse them,FR
as an admin i want to see key metrics about usage such as users api usage downloads so that that i know how things are going,FR
as an admin i want to see validate and edit segmentation of videos,FR
as an admin i want to set key configuration parameters for my site deployment so that that i can change key information like the site title,FR
